id,popularity,budget,revenue,original_title,cast,director,genres,production_companies,vote_average,release_year,budget_adj,revenue_adj
7278,0.68675,30000000,84646831,Meet the Spartans,Sean Maguire|Carmen Electra|Ken Davitian|Kevin Sorbo|Diedrich Bader,Jason Friedberg|Aaron Seltzer,Comedy,Regency Enterprises|New Regency Pictures,4.0,2008,30383599.014275,85729179.0311034
8988,0.68078,25000000,11207130,Stop-Loss,Ryan Phillippe|Abbie Cornish|Joseph Gordon-Levitt|Channing Tatum|Josef Sommer,Kimberly Peirce,Drama|War,Paramount Pictures|Scott Rudin Productions|MTV Films|Peirce Pictures,6.1,2008,25319665.8452291,11350431.4673617
8457,0.675717,40000000,0,Drillbit Taylor,Owen Wilson|Leslie Mann|Josh Peck|David Dorfman|Nate Hartley,Steven Brill,Comedy,Paramount Pictures|Apatow Productions,5.3,2008,40511465.35236671,0.0
4960,0.674834,21000000,0,"Synecdoche, New York",Philip Seymour Hoffman|Samantha Morton|Jennifer Jason Leigh|Michelle Williams|Catherine Keener,Charlie Kaufman,Drama,Likely Story,7.4,2008,21268519.3099925,0.0
14197,0.66791,0,0,My Sassy Girl,Elisha Cuthbert|Jesse Bradford|Austin Basis|Chris Sarandon|Jay Patterson,Yann Samuell,Comedy|Drama|Romance,Vertigo Entertainment|Maverick Films|CJ Entertainment|Gold Circle Films|Madacy Entertainment,6.2,2008,0.0,0.0
8338,0.6664140000000001,25000000,19844979,Blindness,Mark Ruffalo|Julianne Moore|Gael GarcÃ­a Bernal|Danny Glover|Alice Braga,Fernando Meirelles,Drama|Mystery|Science Fiction|Thriller,Rhombus Media|O2 Filmes|TÃ©lÃ©film Canada|Bee Vine Pictures|Alliance Films,6.3,2008,25319665.8452291,20098729.4794236
8285,0.66173,60000000,39031337,The Spirit,Gabriel Macht|Scarlett Johansson|Samuel L. Jackson|Eva Mendes|Paz Vega,Frank Miller,Action|Comedy|Thriller|Crime|Science Fiction,DC Comics|Lionsgate|Odd Lot Entertainment|Media Magik Entertainment|Dark Lot Entertainment,4.6,2008,60767198.02855,39530416.4133012
14349,0.651972,0,204660,Sleepwalking,Nick Stahl|AnnaSophia Robb|Charlize Theron|Woody Harrelson|Dennis Hopper,William Maher,Drama,Infinity Features Entertainment|FilmEngine|Denver and Delilah Productions|Icon Entertainment International,6.4,2008,0.0,207276.912475384
14637,0.651467,11500000,186702,Nothing But the Truth,Kate Beckinsale|Matt Dillon|Angela Bassett|Alan Alda|Preston Bailey,Rod Lurie,Drama|Thriller,Battleplan Productions|Yari Film Group,6.1,2008,11647046.288805401,189089.290105439
13510,0.648934,0,3983997,Eden Lake,Kelly Reilly|Michael Fassbender|Tara Ellis|Jack O'Connell|Finn Atkins,James Watkins,Horror|Thriller,Aramid Entertainment Fund|Rollercoaster Films,6.8,2008,0.0,4034938.91073582
12690,0.646243999999999,20000000,20211394,Appaloosa,Viggo Mortensen|Ed Harris|RenÃ©e Zellweger|Jeremy Irons|Timothy Spall,Ed Harris,Drama|Western|Crime,New Line Cinema|Groundswell Productions|Axon Films,6.2,2008,20255732.676183302,20469829.6938508
17436,0.6450640000000001,18000000,382174,The Informers,Billy Bob Thornton|Kim Basinger|Mickey Rourke|Winona Ryder|Jon Foster,Gregor Jordan,Action|Adventure|Crime|Drama|Thriller,Senator Entertainment Co,4.3,2008,18230159.408565,387060.718989384
8645,0.642656,60000000,163403799,The Happening,Mark Wahlberg|Zooey Deschanel|John Leguizamo|Spencer Breslin|Betty Buckley,M. Night Shyamalan,Thriller|Science Fiction,Spyglass Entertainment|Twentieth Century Fox Film Corporation|Dune Entertainment|UTV Motion Pictures|Blinding Edge Pictures,4.8,2008,60767198.02855,165493183.540839
13460,0.634961,30000000,22211426,Doomsday,Rhona Mitra|Bob Hoskins|Malcolm McDowell|Alexander Siddig|David O'Hara,Neil Marshall,Action|Thriller|Science Fiction,Rogue Pictures|Intrepid Pictures|Scion Films|Moonlighting Films|Internationale Filmproduktion Blackbird Dritte,5.8,2008,30383599.014275,22495435.370641395
18032,0.634256,12000000,7070330,The Secret of Moonacre,Ioan Gruffudd|Dakota Blue Richards|Tim Curry|Augustus Prew|Natascha McElhone,GÃ¡bor CsupÃ³,Adventure|Fantasy|Drama|Science Fiction|Romance,South Pacific Pictures|Metropolitan Filmexport|Spice Factory|UK Film Council|The Australian Film Commission,5.7,2008,12153439.60571,7160735.72061997
16763,0.633135,5000000,0,Joy Ride 2: Dead Ahead,Nicki Aycox|Nick Zano|Kyle Schmid|Daniel Boileau|Laura Jordan,Louis Morneau,Crime|Thriller,20th Century Fox Home Entertainment|JR Canada Productions,5.4,2008,5063933.16904583,0.0
18533,0.632340999999999,0,0,Bronson,Tom Hardy|Matt King|James Lance|Kelly Adams|Katy Barker,Nicolas Winding Refn,Drama|Action|Crime,EM Media|Aramid Entertainment Fund|Vertigo Films|Str8jacket Creations|4DH Films,6.9,2008,0.0,0.0
8885,0.630893,2000000,11125849,Vals Im Bashir,Ari Folman|Ron Ben-Yishai|Dror Harazi|Ronny Dayag,Ari Folman,Drama|Animation|War,Les Films d'Ici|Bridgit Folman Film Gang|Razor Film Produktion,7.7,2008,2025573.26761833,11268111.156979
13752,0.626646,8,0,Max Manus,Aksel Hennie|Agnes Kittelsen|Nicolai Cleve Broch|Knut Joner|Christian Rubeck,Joachim RÃ¸nning|Espen Sandberg,Drama|History|War,Det Danske Filminstitut|Filmkameratene A/S|Miso Film|Nordic Film och TV Fund|Roenbergfilm,6.9,2008,8.102293070473339,0.0
27996,0.624139999999999,0,0,Dr. Dolittle: Tail to the Chief,Kyla Pratt|Peter Coyote|Malcolm Stewart|Christine Chatelain|Niall Matter,Craig Shapiro,Comedy|Family|Fantasy,NA,4.9,2008,0.0,0.0
4564,0.6204890000000001,65000000,415252786,Sex and the City,Sarah Jessica Parker|Kim Cattrall|Cynthia Nixon|Kristin Davis|Chris Noth,Michael Patrick King,Comedy|Drama|Romance,New Line Cinema|Darren Star Productions|Home Box Office (HBO),6.1,2008,65831131.1975958,420562471.312818
10186,0.615524,15000000,8762890,The Rocker,Rainn Wilson|Josh Gad|Christina Applegate|Emma Stone|Teddy Geiger,Peter Cattaneo,Comedy|Music,Fox Atomic,5.4,2008,15191799.5071375,8874937.86554001
18198,0.611016,0,0,Barbie Mariposa and Her Butterfly Fairy Friends,Tabitha St. Germain|Kathleen Barr|Erin Mathews|Nicole Oliver|Alessandro Juliani,Conrad Helten,Animation|Fantasy|Family,NA,5.4,2008,0.0,0.0
10199,0.6067,60000000,50877145,The Tale of Despereaux,Matthew Broderick|Dustin Hoffman|Emma Watson|Tracey Ullman|Kevin Kline,Robert Stevenhagen|Sam Fell,Animation|Comedy|Family,Universal Pictures Corporation,5.7,2008,60767198.02855,51527692.422370896
13009,0.603395,0,0,Zombie Strippers!,Jenna Jameson|Robert Englund|Roxy Saint|Penny Drake|Whitney Anderson,Jay Lee,Comedy|Horror,Larande Productions|Scream HQ,4.4,2008,0.0,0.0
25741,0.59883,6100000,0,Niko: LentÃ¤jÃ¤n poika,Olli Jantunen|Hannu-Pekka BjÃ¶rkman|Vuokko Hovatta|Vesa Vierikko|Jussi Lampi,Michael Henger|Kari Juusonen,Animation|Family|Adventure|Drama|Fantasy,A. Film,4.9,2008,6177998.46623592,0.0
11918,0.598695,35000000,25871834,Superhero Movie,Drake Bell|Sara Paxton|Leslie Nielsen|Christopher McDonald|Jeffrey Tambor,Craig Mazin,Action|Comedy|Science Fiction,Dimension Films,4.9,2008,35447532.1833208,26202647.6673295
12837,0.595488,11000000,38105395,The Secret Life of Bees,Dakota Fanning|Queen Latifah|Jennifer Hudson|Sophie Okonedo|Alicia Keys,Gina Prince-Bythewood,Adventure|Drama,Fox Searchlight Pictures,7.2,2008,11140652.9719008,38592634.732018605
14098,0.595424,10000000,0,100 Feet,Famke Janssen|Bobby Cannavale|Ed Westwick|Michael ParÃ©|Patricia Charbonneau,Eric Red,Horror|Thriller,Blue Rider Pictures|100 Feet Productions|Laurinfilm|New Deal Studios|Film Visions Funding,5.8,2008,10127866.3380916,0.0
17606,0.593722,15000000,1143856,The Other Man,Romola Garai|Antonio Banderas|Laura Linney|Liam Neeson|Abigail Canton,Richard Eyre,Drama|Thriller|Mystery|Romance,Rainmark Films,5.1,2008,15191799.5071375,1158482.06780241
14405,0.589940999999999,20000000,149281606,Beverly Hills Chihuahua,Drew Barrymore|Piper Perabo|Andy GarcÃ­a|George Lopez|Paul RodrÃ­guez,Raja Gosnell,Adventure|Comedy|Family,Walt Disney Pictures,5.1,2008,20255732.676183302,151190415.230366
12165,0.58326,20000000,0,The Burning Plain,Charlize Theron|Kim Basinger|Jennifer Lawrence|Joaquim de Almeida|John Corbett,Guillermo Arriaga,Drama|Romance,2929 Productions|Costa Films|Parkes+MacDonald Image Nation,6.7,2008,20255732.676183302,0.0
4148,0.579469999999999,35000000,75225693,Revolutionary Road,Leonardo DiCaprio|Kate Winslet|Michael Shannon|David Harbour|Kathryn Hahn,Sam Mendes,Drama|Romance,DreamWorks SKG|Scott Rudin Productions|BBC Films|Neal Street Productions|Evamere Entertainment,6.5,2008,35447532.1833208,76187576.3894318
4953,0.578298,0,0,Be Kind Rewind,Jack Black|Mos Def|Danny Glover|Mia Farrow|Marcus Carl Franklin,Michel Gondry,Drama|Comedy,New Line Cinema|Partizan|Focus Features,6.1,2008,0.0,0.0
13090,0.5769890000000001,5000000,16174377,Sunshine Cleaning,Amy Adams|Emily Blunt|Alan Arkin|Mary Lynn Rajskub|Eric Christian Olsen,Christine Jeffs,Comedy|Drama,Back Lot Pictures|Overture Films|Big Beach Films,6.2,2008,5063933.16904583,16381192.8357904
12889,0.574813,0,0,Futurama: The Beast with a Billion Backs,Billy West|Katey Sagal|John DiMaggio|Maurice LaMarche|Lauren Tom,Peter Avanzino,Animation|Comedy|Science Fiction|Fantasy,20th Century Fox Television,6.8,2008,0.0,0.0
14305,0.5725,0,0,The Andromeda Strain,Benjamin Bratt|Christa Miller|Eric McCormack|Daniel Dae Kim|Viola Davis,Mikael Salomon,Romance|Science Fiction|Thriller,Scott Free Productions|Traveler's Rest Films|A.S. Films,6.6,2008,0.0,0.0
11152,0.563354,8000000,0,The Ruins,Shawn Ashmore|Jonathan Tucker|Jena Malone|Laura Ramsey|Joe Anderson,Carter Smith,Drama|Horror,Spyglass Entertainment|Pacific Film and Television Commission|DreamWorks Pictures|Red Hour Films|Internationale Filmproduktion Prometheus,5.1,2008,8102293.07047334,0.0
13655,0.560837,0,0,Camp Rock,Demi Lovato|Joe Jonas|Maria Canals-Barrera|Meaghan Jette Martin|Alyson Stoner,Matthew Diamond,Comedy|Drama|Family|Music|TV Movie,Disney Channel|Alan Sacks Productions,5.8,2008,0.0,0.0
12797,0.555690999999999,0,0,Ghost Town,Ricky Gervais|Greg Kinnear|TÃ©a Leoni|Billy Campbell|Jordan Carlos,David Koepp,Comedy|Fantasy|Romance,DreamWorks SKG|Spyglass Entertainment|Pariah,6.1,2008,0.0,0.0
10360,0.54408,0,2724474,Hunger,Michael Fassbender|Stuart Graham|Helena Bereen|Liam Cunningham,Steve McQueen,Drama|History,Blast! Films,7.1,2008,0.0,2759310.85136059
17622,0.541117,0,0,Fifty Dead Men Walking,Ben Kingsley|Jim Sturgess|Kevin Zegers|Rose McGowan|Tom Collins,Kari Skogland,Action|Thriller,TÃ©lÃ©film Canada|Brightlight Pictures|Canadian Film or Video Production Tax Credit (CPTC)|Future Films|Handmade International,6.0,2008,0.0,0.0
13190,0.540913,0,0,Dead Space: Downfall,Bruce Boxleitner|Kelly Hu|Jeff Bennett|Jim Cummings|Grey Griffin,Chuck Patton,Animation|Horror|Science Fiction|Thriller,Film Roman Productions|Electronic Arts (EA),6.0,2008,0.0,0.0
13988,0.538299,0,0,The Art of War II: Betrayal,Wesley Snipes|Lochlyn Munro|Lisa Marie Caruk|Pascale Hutton,Josef Rusnak,Action|Thriller,Insight Film Studios|Hollywood Media Bridge|Operation Eagle Productions|Dandelion Entertainment Ventures|Media Financial Incorporated,4.9,2008,0.0,0.0
13253,0.5340590000000001,0,0,Futurama: Bender's Game,Billy West|Katey Sagal|John DiMaggio|Phil LaMarr|Lauren Tom,Dwayne Carey-Hill,Animation|Comedy|Science Fiction,20th Century Fox Television,6.9,2008,0.0,0.0
16353,0.5319050000000001,8500000,8936663,Ong Bak 2,Tony Jaa|Sarunyu Wongkrachang|à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ|Primorata Dejudom,Tony Jaa|Panna Rittikrai,Adventure|Action|Thriller,Iyara Films,6.2,2008,8608686.38737792,9050932.83725693
12178,0.528292,0,16051363,Miss Pettigrew Lives for a Day,Frances McDormand|Amy Adams|Lee Pace|CiarÃ¡n Hinds|Clare Clifford,Bharat Nalluri,Drama|Comedy|Romance,Kudos Productions Ltd.|Shine Pictures|Focus Features|Twins Financing|Keylight Productions,6.4,2008,0.0,16256605.900819
13150,0.5273979999999989,30000000,31148328,Pride and Glory,Edward Norton|Jon Voight|Colin Farrell|Noah Emmerich|Jennifer Ehle,Gavin O'Connor,Thriller|Crime|Drama,New Line Cinema|Solaris Film|Avery Pix|O'Connor Brothers|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,6.3,2008,30383599.014275,31546610.263903804
13220,0.521748,0,124191,Splinter,Charles Baker|Jill Wagner|Paulo Costanzo|Shea Whigham|Rachel Kerbs,Toby Wilkins,Horror|Thriller,Indion Entertainment Group,6.0,2008,0.0,125778.984839394
42982,0.520388,0,0,Robot Chicken: Star Wars Episode II,Seth Green|Bob Bergen|Ahmed Best|Breckin Meyer|Abraham Benrubi,Seth Green,Comedy|Science Fiction,NA,6.2,2008,0.0,0.0
13827,0.518011,6000000,69497,"Surfer, Dude",Matthew McConaughey|Jeffrey Nordling|Willie Nelson|Woody Harrelson|Zachary Knighton,S.R. Bindler,Comedy,NA,5.0,2008,6076719.802855,70385.63268983571
8780,0.517412,30000000,63833449,Baby Mama,Tina Fey|Amy Poehler|Dax Shepard|Sigourney Weaver|Greg Kinnear,Michael McCullers,Comedy,Relativity Media|Michaels-Goldwyn,5.8,2008,30383599.014275,64649663.9371391
13541,0.514454,0,0,The Colour of Magic,David Jason|Sean Astin|Tim Curry|Jeremy Irons|Brian Cox,Vadim Jean,TV Movie|Comedy|Fantasy,The Mob Film Company|RHI Entertainment,6.2,2008,0.0,0.0
13991,0.5134380000000001,7000000,6230276,College,Drake Bell|Andrew Caldwell|Andree Moss|Carolyn Moss|Wendy Talley,Deb Hagan,Comedy,Metro-Goldwyn-Mayer (MGM),4.8,2008,7089506.43666417,6309940.25774204
33409,0.511786,0,0,The Stoning of Soraya M.,Shohreh Aghdashloo|Mozhan MarnÃ²|Jim Caviezel|Navid Negahban|Ali Pourtash,Cyrus Nowrasteh,Crime|Drama,Roadside Attractions|Mpower Pictures|Prime Meridian Pctures|Fallen Films,8.0,2008,0.0,0.0
7353,0.509401,0,0,Fireflies in the Garden,Julia Roberts|Carrie-Anne Moss|Willem Dafoe|Emily Watson|Ryan Reynolds,Dennis Lee,Drama,Senator International|Kulture Machine,6.2,2008,0.0,0.0
12568,0.5052909999999989,20000000,13204291,Brideshead Revisited,Matthew Goode|Ben Whishaw|Hayley Atwell|Emma Thompson|Michael Gambon,Julian Jarrold,Drama|Romance,BBC Films|Ecosse Films|HanWay Films|UK Film Council|2 Entertain,6.0,2008,20255732.676183302,13373129.4337266
10885,0.503798,0,0,Shutter,Joshua Jackson|Rachael Taylor|Megumi Okina|David Denman|Eri Otoguro,Masayuki Ochiai,Horror|Mystery|Thriller,Regency Enterprises|Vertigo Entertainment|Ozla Pictures|New Regency Pictures,5.4,2008,0.0,0.0
13493,0.5005109999999989,0,68397662,College Road Trip,Martin Lawrence|Kym Whitley|Raven-SymonÃ©|Brenda Song|Margo Harshman,Roger Kumble,Comedy|Family,Walt Disney Pictures,5.1,2008,0.0,69272237.8573972
21755,0.49916499999999997,20000000,5530764,The Brothers Bloom,Rachel Weisz|Adrien Brody|Mark Ruffalo|Rinko Kikuchi|Robbie Coltrane,Rian Johnson,Adventure|Comedy|Drama|Romance,The Weinstein Company|Summit Entertainment|Endgame Entertainment,6.8,2008,20255732.676183302,5601483.85395292
11260,0.498026,60000000,50650079,Meet Dave,Eddie Murphy|Elizabeth Banks|Gabrielle Union|Scott Caan|Ed Helms,Brian Robbins,Comedy|Science Fiction|Adventure|Family,20th Century Fox|Regency Enterprises|Guy Walks into a Bar Productions|Deep River Productions,5.1,2008,60767198.02855,51297723.0125784
14154,0.48953900000000006,0,0,War Games: The Dead Code,Matt Lanter|Amanda Walsh|Gary Reineke|Colm Feore|Chuck Shamata,Stuart Gillard,Science Fiction|Drama|Thriller,Metro-Goldwyn-Mayer (MGM),5.6,2008,0.0,0.0
13812,0.481188,12000000,40855419,Quarantine,Jennifer Carpenter|Steve Harris|Jay Hernandez|Johnathon Schaech|Columbus Short,John Erick Dowdle,Horror|Science Fiction|Thriller,Vertigo Entertainment|Screen Gems|Andale Pictures,5.3,2008,12153439.60571,41377822.2818731
12912,0.48013500000000003,0,240476,Chaos Theory,Ryan Reynolds|Emily Mortimer|Stuart Townsend|Sarah Chalke|Mike Erwin,Marcos Siega,Comedy|Drama|Romance,Castle Rock Entertainment,5.9,2008,0.0,243550.878551893
14011,0.480116,3500000,5231128,Justice League: The New Frontier,David Boreanaz|Neil Patrick Harris|Brooke Shields|Jeremy Sisto|Kyle MacLachlan,Dave Bullock,Action|Adventure|Animation|Science Fiction,Warner Bros. Entertainment|DC Comics,6.3,2008,3544753.21833208,5298016.51814488
12192,0.47729499999999997,8000000,0,Pathology,Milo Ventimiglia|Alyssa Milano|Michael Weston|Lauren Lee Smith|Johnny Whitworth,Marc SchÃ¶lermann,Crime|Horror|Thriller,Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM)|Camelot Pictures,5.9,2008,8102293.07047334,0.0
6933,0.475129,20000000,0,One Missed Call,Shannyn Sossamon|Edward Burns|Ana Claudia TalancÃ³n|Ray Wise|Azura Skye,Eric Valette,Horror|Mystery|Thriller,Warner Bros. Pictures|Intermedia Films|Alcon Entertainment|Kadokawa Pictures|Equity Pictures Medienfonds GmbH & Co. KG IV,4.8,2008,20255732.676183302,0.0
23966,0.47434399999999893,0,0,Deadgirl,Shiloh Fernandez|Noah Segan|Michael Bowen|Candice King|Andrew DiPalma,Marcel Sarmiento|Gadi Harel,Romance|Horror|Thriller,Hollywoodmade,4.9,2008,0.0,0.0
12689,0.472691,1,0,"Angus, Thongs and Perfect Snogging",Georgia Groome|Eleanor Tomlinson|Aaron Taylor-Johnson|Tommy Bastow|Alan Davies,Gurinder Chadha,Comedy|Drama|Family|Romance,Paramount Pictures|Nickelodeon Movies|Stella-del-SÃ¼d,6.5,2008,1.01278663380916,0.0
10190,0.472491,0,367638,Towelhead,Summer Bishil|Aaron Eckhart|Toni Collette|Maria Bello|Peter Macdissi,Alan Ball,Drama,This Is That Productions|Your Face Goes Here Entertainment,5.3,2008,0.0,372338.852480334
14851,0.47135600000000005,0,0,The Escapist,Brian Cox|Damian Lewis|Joseph Fiennes|Seu Jorge|Liam Cunningham,Rupert Wyatt,Action|Thriller,Picture Farm,6.2,2008,0.0,0.0
22419,0.471096,6000000,0,Camille,Sienna Miller|James Franco|David Carradine|Scott Glenn|Ed Lauter,Gregory Mackenzie,Comedy|Drama|Romance,A-Mark Entertainment,6.0,2008,6076719.802855,0.0
12085,0.469922,0,0,Mad Money,Diane Keaton|Queen Latifah|Katie Holmes|Ted Danson|Roger R. Cross,Callie Khouri,Action|Comedy|Crime,Millennium Films|verture Films,5.9,2008,0.0,0.0
13004,0.466771,0,0,Barbie and the Diamond Castle,Kelly Sheridan|Melissa Lyons|Cassidy Ladden|Chantal Strand|Maryke Hendrikse,Gino Nichele,Animation|Family,Rainmaker Entertainment|Mattel,6.6,2008,0.0,0.0
19929,0.46024799999999894,0,0,9to5: Days in Porn,Glen Alfonso|Monique Alexander|Belladonna|Sasha Grey|Audrey Hollander,Jens Hoffmann,Documentary,F24 Film|Casa Bonita,6.4,2008,0.0,0.0
13690,0.45988500000000004,0,0,Open Season 2,Mike Epps|Joel McHale|Jane Krakowski|Billy Connolly|Crispin Glover,Matthew O'Callaghan|Todd Wilderman,Adventure|Animation|Comedy|Family,Sony Pictures Animation|Reel FX Creative Studios|Sony Pictures Home Entertainment,5.6,2008,0.0,0.0
13849,0.457004,0,0,The Cottage,Andy Serkis|Reece Shearsmith|Jennifer Ellison|Steve O'Donnell|James Bierman,Paul Andrew Williams,Horror|Comedy|Crime|Thriller,Isle of Man Film|UK Film Council|Screen Yorkshire|Steel Mill Pictures,6.4,2008,0.0,0.0
13851,0.456683,3500000,0,Batman: Gotham Knight,Kevin Conroy|Gary Dourdan|Jason Marsden|Jim Meskimen|David McCallum,Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Madhouse|Bee Train,6.8,2008,3544753.21833208,0.0
10362,0.45518000000000003,12000000,3148182,Two Lovers,Joaquin Phoenix|Gwyneth Paltrow|Isabella Rossellini|Vinessa Shaw|Moni Moshonov,James Gray,Drama|Romance,2929 Productions,6.5,2008,12153439.60571,3188436.65039861
13944,0.45360200000000006,25000000,2000000,Passengers,Anne Hathaway|Patrick Wilson|Andre Braugher|Dianne Wiest|David Morse,Rodrigo GarcÃ­a,Drama|Mystery|Thriller|Romance,TriStar Pictures|Mandate Pictures|Persistent Entertainment|Senator International|Intuition Films,5.5,2008,25319665.8452291,2025573.26761833
10188,0.451304,27000000,44352417,The Sisterhood of the Traveling Pants 2,Alexis Bledel|Amber Tamblyn|America Ferrera|Blake Lively|Rachel Nichols,Sanaa Hamri,Adventure|Comedy|Drama|Family,NA,6.0,2008,27345239.1128475,44919535.114730395
14325,0.45091099999999995,40000000,9793496,The Express,Rob Brown|Dennis Quaid|Darrin Henson|Charles S. Dutton|Aunjanue Ellis,Gary Fleder,Drama,Davis Entertainment|Relativity Media|IDEA Filmproduktions,7.1,2008,40511465.35236671,9918721.84706354
14220,0.44086000000000003,0,6575282,Strange Wilderness,Steve Zahn|Allen Covert|Jonah Hill|Kevin Heffernan|Ashley Scott,Fred Wolf,Comedy,Paramount Pictures|Happy Madison Productions|Pelican Productions LLC,4.6,2008,0.0,6659357.72312601
10900,0.43644099999999997,3500000,1115493,Surveillance,Julia Ormond|Bill Pullman|Pell James|Caroline Aaron|Hugh Dillon,Jennifer Chambers Lynch,Thriller,Blue Rider Pictures|Lago Films|See Film,6.0,2008,3544753.21833208,1129756.40050768
13972,0.436406,16000000,50007546,The Women,Cloris Leachman|India Ennenga|Annette Bening|Eva Mendes|Debra Messing,Diane English,Comedy|Drama|Romance,New Line Cinema,4.6,2008,16204586.1409466,50646974.178397104
17108,0.432911,10000000,22896728,Gong fu guan lan,Jay Chou|Charlene Choi|Eric Tsang|Wang Gang|Chen Bolin,Chu Yen-ping,Action|Adventure|Comedy,Emperor Motion Pictures|Shanghai Film Group|Chang-Hong Channel Film & Video Co.,5.1,2008,10127866.3380916,23189500.076364104
15671,0.43180100000000005,0,0,Picture This,Ashley Tisdale|Robbie Amell|Kevin Pollak|Shenae Grimes|Lauren Collins,Stephen Herek,Drama|Comedy|Romance|Family,Hughes Capital Entertainment,5.0,2008,0.0,0.0
16164,0.428849,0,2960993,Killshot,Mickey Rourke|Diane Lane|Thomas Jane|Rosario Dawson|Joseph Gordon-Levitt,John Madden,Crime|Drama|Thriller,The Weinstein Company|FilmColony|Lawrence Bender Productions,6.0,2008,0.0,2998854.1332025
13506,0.42702299999999893,2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,Konstantin Khabenskiy|Elizaveta Boyarskaya|Sergei Bezrukov|Anna Kovalchuk|Egor Beroev,Andrey Kravchuk,Action|Drama|History|War,Film Direction,6.7,2008,2025573.26761833,38623507.506977
13954,0.425109,0,0,Alien Raiders,Carlos Bernard|Mathew St. Patrick|Courtney Ford|Rockmond Dunbar|Tom Kiesche,Ben Rock,Horror|Science Fiction|Thriller,Warner Home Video|Flame Ventures|Raw Feed,4.9,2008,0.0,0.0
14326,0.42287299999999994,0,84375061,Nights in Rodanthe,Diane Lane|Richard Gere|Christopher Meloni|Viola Davis|Becky Ann Baker,George C. Wolfe,Drama|Romance,Village Roadshow Pictures|Warner Bros. Pictures|DiNovi Pictures,5.7,2008,0.0,85453934.00763309
13160,0.42165699999999995,10000000,0,Over Her Dead Body,Eva Longoria|Jason Biggs|Lake Bell|Paul Rudd|Lindsay Sloane,Jeff Lowell,Comedy|Fantasy|Romance,Gold Circle Films,5.2,2008,10127866.3380916,0.0
11802,0.421518,37000000,63800345,Space Chimps,Andy Samberg|Cheryl Hines|Jeff Daniels|Stanley Tucci|Patrick Warburton,Kirk De Micco,Animation|Family,Starz Media|Starz Animation|Odyssey Entertainment|Studiopolis|Vanguard Animation,5.1,2008,37473105.4509392,64616136.6484135
13172,0.42121000000000003,0,0,The Promotion,Seann William Scott|John C. Reilly|Jenna Fischer|Lili Taylor|Gil Bellows,Steve Conrad,Comedy,Dimension Films,5.3,2008,0.0,0.0
13279,0.417779,20000000,27640028,Lakeview Terrace,Samuel L. Jackson|Patrick Wilson|Kerry Washington|Ron Glass|Justin Chambers,Neil LaBute,Drama|Crime|Thriller,Screen Gems|Overbrook Entertainment,5.8,2008,20255732.676183302,27993450.916511104
17210,0.41507700000000003,0,0,Journey to the Edge of the Universe,Alec Baldwin|Sean Pertwee,Yavar Abbas,Documentary,Pioneer Productions|National Geographic,6.0,2008,0.0,0.0
10183,0.41229499999999997,0,0,Frozen River,Melissa Leo|Misty Upham|Charlie McDermott|John Canoe|Jay Klaitz,Courtney Hunt,Drama|Thriller|Crime,Lighthouse Home Entertainment,6.9,2008,0.0,0.0
14655,0.47322700000000006,0,0,Soul Men,Samuel L. Jackson|Bernie Mac|Sharon Leal|Adam Herschman|Sean Hayes,Malcolm D. Lee,Comedy|Music,Dimension Films,6.2,2008,0.0,0.0
25329,0.407009,0,0,The Echo,Jesse Bradford|Kevin Durand|Hrant Alianak|Jamie Bloch|Iza Calzado,Yam Laranas,Horror|Thriller|Drama|Mystery,Vertigo Entertainment|QED International|RightOff Entertainment|Dark & Stormy Entertainment|Echo Productions,5.7,2008,0.0,0.0
14422,0.402982,0,0,Birds of America,Ginnifer Goodwin|Hilary Swank|Gary Wilmes|Stacie Theon|Matthew Perry,Craig Lucas,Comedy|Drama,Accomplice Films,6.0,2008,0.0,0.0
10378,0.25618,150000,0,Big Buck Bunny,NA,Sacha Goedegebure,Animation|Comedy,Blender Foundation,6.5,2008,151917.995071375,0.0
13613,0.401061,18000000,0,Day of the Dead,Mena Suvari|Nick Cannon|Michael Welch|AnnaLynne McCord|Stark Sands,Steve Miner,Horror|Action|Thriller,Taurus Entertainment Company|Millennium Films|Emmett/Furla Films|Nu Image Entertainment GmbH|D.O.D. Productions,4.7,2008,18230159.408565,0.0
15262,0.40072399999999997,0,0,Boogeyman 3,Erin Cahill|Chuck Hittinger|Mimi Michaels|Matt Rippy|Nikki Sanderson,Gary Jones,Horror,Ghost House Pictures|Stage 6 Films|B and G Derivatives Holdings,4.4,2008,0.0,0.0
15208,0.400485,0,0,Bathory,Anna Friel|Karel Roden|Hans Matheson|Vincent Regan|Franco Nero,Juraj Jakubisko,Drama|Fantasy,Lunar Films|Fonds Eurimages du Conseil de l'Europe|Eurofilm StÃºdiÃ³|StÃ¡tnÃ­ Fond CR pro Podporu a Rozvoj CeskÃ© Kinematografie|Jakubisko Film Slovakia,5.7,2008,0.0,0.0
